Student_ID,CGPA,Internships,Placed,Salary (INR LPA)
908,8.1,3,Yes,12.17
909,8.02,1,Yes,15.3
910,9.23,0,Yes,21.31
911,7.25,2,No,0.0
912,7.68,1,Yes,17.66
913,7.7,2,Yes,12.37
914,8.76,3,Yes,14.76
915,7.42,4,No,0.0
916,7.72,1,No,0.0
917,7.99,1,No,0.0
918,7.65,3,Yes,24.45
919,7.14,0,Yes,10.51
920,7.66,4,Yes,6.84
921,8.36,1,Yes,11.46
922,6.68,4,Yes,25.94
923,7.61,1,Yes,5.4
924,6.94,4,Yes,29.78
925,8.46,2,Yes,17.61
926,6.28,1,No,0.0
927,7.05,4,Yes,29.59
928,7.8,0,No,0.0
929,8.75,2,Yes,28.35
930,7.45,2,Yes,15.23
931,7.06,0,Yes,8.36
932,9.0,4,Yes,7.45
933,6.34,3,Yes,9.48
934,5.74,0,Yes,22.17
935,7.85,4,Yes,10.37
936,7.1,0,Yes,12.22
937,6.68,0,Yes,15.12
938,8.07,1,No,0.0
939,7.7,4,No,0.0
940,7.05,3,No,0.0
941,6.48,1,Yes,27.66
942,8.2,0,No,0.0
943,8.02,0,No,0.0
944,7.42,0,Yes,8.11
945,8.98,4,No,0.0
946,6.64,4,Yes,3.14
947,6.28,1,No,0.0
948,6.95,3,No,0.0
949,7.46,1,Yes,4.62
950,7.69,2,Yes,27.43
951,7.31,0,No,0.0
952,7.78,0,Yes,20.48
953,6.5,0,Yes,10.37
954,8.66,1,No,0.0
955,7.43,1,Yes,7.78
956,8.39,0,Yes,10.95
957,7.77,1,Yes,6.1
958,7.87,4,Yes,28.42
959,7.96,4,Yes,24.17
960,7.86,1,Yes,15.48
961,8.01,0,Yes,26.35
962,8.56,1,Yes,9.74
963,7.66,1,No,0.0
964,8.07,1,Yes,22.36
965,7.43,2,Yes,26.12
966,8.65,4,Yes,12.63
967,6.96,3,Yes,23.45
968,8.94,3,Yes,10.97
969,7.47,2,Yes,11.07
970,6.36,1,No,0.0
971,7.6,2,Yes,5.89
972,6.96,2,Yes,14.88
973,8.17,0,Yes,22.7
974,6.98,4,Yes,28.39
975,7.14,3,Yes,19.3
976,5.99,1,Yes,26.3
977,7.14,3,Yes,25.21
978,5.56,3,No,0.0
979,6.23,4,Yes,7.68
980,8.11,3,Yes,16.12
981,8.13,3,Yes,6.16
982,7.84,2,Yes,21.42
983,6.73,4,Yes,28.65
984,7.46,0,Yes,6.7
985,7.5,1,Yes,22.81
986,6.57,3,Yes,20.07
987,8.7,1,Yes,18.76
988,8.2,0,Yes,13.53
989,7.32,1,Yes,12.59
990,7.52,0,Yes,4.22
991,7.67,2,Yes,8.88
992,5.87,3,No,0.0
993,7.3,0,Yes,3.41
994,6.95,1,No,0.0
995,6.7,3,Yes,18.7
996,7.28,2,Yes,5.86
997,8.94,3,Yes,26.57
998,8.01,0,Yes,17.12
999,7.04,2,Yes,21.89
1000,7.96,1,No,0.0
